,Date,Time,Temperature,Weather,Wind Speed,Wind Direction,Humidity,Barometer,Visibility
2121,2022-03-25,5:00,20 °C,Clear.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,64%,1015 mbar,16 km
2120,2022-03-25,4:00,19 °C,Clear.,13 km/h,Wind blowing from 80° East to West,60%,1015 mbar,16 km
2119,2022-03-25,3:00,17 °C,Passing clouds.,11 km/h,Wind blowing from 140° Southeast to Northwest,68%,1015 mbar,
2118,2022-03-25,2:00,17 °C,Clear.,15 km/h,Wind blowing from 140° Southeast to Northwest,59%,1016 mbar,16 km
2117,2022-03-25,1:00,18 °C,Passing clouds.,19 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,
2116,2022-03-25,"0:00mar, 1 de mar",19 °C,Clear.,26 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,16 km
2153,2022-03-26,13:00,23 °C,Passing clouds.,22 km/h,Wind blowing from 0° North to South,57%,1014 mbar,
2154,2022-03-26,14:00,24 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,54%,1013 mbar,16 km
2155,2022-03-26,15:00,25 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,54%,1012 mbar,16 km
2156,2022-03-26,16:00,25 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,51%,1011 mbar,16 km
2157,2022-03-26,17:00,25 °C,Sunny.,22 km/h,Wind blowing from 0° North to South,51%,1010 mbar,16 km
2162,2022-03-26,22:00,21 °C,Clear.,13 km/h,Wind blowing from 330° North-northwest to South-southeast,78%,1010 mbar,16 km
2159,2022-03-26,19:00,24 °C,Sunny.,17 km/h,Wind blowing from 330° North-northwest to South-southeast,61%,1009 mbar,16 km
2160,2022-03-26,20:00,23 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,69%,1009 mbar,16 km
2161,2022-03-26,21:00,23 °C,Clear.,13 km/h,Wind blowing from 330° North-northwest to South-southeast,69%,1010 mbar,16 km
2152,2022-03-26,12:00,22 °C,Passing clouds.,19 km/h,Wind blowing from 350° North to South,65%,1015 mbar,
2158,2022-03-26,18:00,25 °C,Sunny.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,57%,1010 mbar,16 km
2151,2022-03-26,11:00,21 °C,Passing clouds.,20 km/h,Wind blowing from 340° North-northwest to South-southeast,64%,1015 mbar,
2163,2022-03-26,23:00,22 °C,Clear.,17 km/h,Wind blowing from 320° Northwest to Southeast,73%,1010 mbar,16 km
2149,2022-03-26,9:00,20 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,53%,1016 mbar,16 km
2148,2022-03-26,8:00,20 °C,Passing clouds.,17 km/h,Wind blowing from 20° North-northeast to South-southwest,56%,1015 mbar,
2147,2022-03-26,7:00,19 °C,Passing clouds.,15 km/h,Wind blowing from 30° North-northeast to South-southwest,64%,1015 mbar,
2146,2022-03-26,6:00,19 °C,Passing clouds.,11 km/h,Wind blowing from 30° North-northeast to South-southwest,68%,1015 mbar,
2145,2022-03-26,5:00,20 °C,Clear.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,64%,1015 mbar,16 km
2144,2022-03-26,4:00,19 °C,Clear.,13 km/h,Wind blowing from 80° East to West,60%,1015 mbar,16 km
2143,2022-03-26,3:00,17 °C,Passing clouds.,11 km/h,Wind blowing from 140° Southeast to Northwest,68%,1015 mbar,
2142,2022-03-26,2:00,17 °C,Clear.,15 km/h,Wind blowing from 140° Southeast to Northwest,59%,1016 mbar,16 km
2141,2022-03-26,1:00,18 °C,Passing clouds.,19 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,
2140,2022-03-26,"0:00mar, 1 de mar",19 °C,Clear.,26 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,16 km
2150,2022-03-26,10:00,21 °C,Sunny.,22 km/h,Wind blowing from 350° North to South,60%,1016 mbar,16 km
2177,2022-03-27,13:00,23 °C,Passing clouds.,22 km/h,Wind blowing from 0° North to South,57%,1014 mbar,
2178,2022-03-27,14:00,24 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,54%,1013 mbar,16 km
2179,2022-03-27,15:00,25 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,54%,1012 mbar,16 km
2180,2022-03-27,16:00,25 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,51%,1011 mbar,16 km
2181,2022-03-27,17:00,25 °C,Sunny.,22 km/h,Wind blowing from 0° North to South,51%,1010 mbar,16 km
2186,2022-03-27,22:00,21 °C,Clear.,13 km/h,Wind blowing from 330° North-northwest to South-southeast,78%,1010 mbar,16 km
2183,2022-03-27,19:00,24 °C,Sunny.,17 km/h,Wind blowing from 330° North-northwest to South-southeast,61%,1009 mbar,16 km
2184,2022-03-27,20:00,23 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,69%,1009 mbar,16 km
2185,2022-03-27,21:00,23 °C,Clear.,13 km/h,Wind blowing from 330° North-northwest to South-southeast,69%,1010 mbar,16 km
2176,2022-03-27,12:00,22 °C,Passing clouds.,19 km/h,Wind blowing from 350° North to South,65%,1015 mbar,
2182,2022-03-27,18:00,25 °C,Sunny.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,57%,1010 mbar,16 km
2175,2022-03-27,11:00,21 °C,Passing clouds.,20 km/h,Wind blowing from 340° North-northwest to South-southeast,64%,1015 mbar,
2187,2022-03-27,23:00,22 °C,Clear.,17 km/h,Wind blowing from 320° Northwest to Southeast,73%,1010 mbar,16 km
2173,2022-03-27,9:00,20 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,53%,1016 mbar,16 km
2164,2022-03-27,"0:00mar, 1 de mar",19 °C,Clear.,26 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,16 km
2165,2022-03-27,1:00,18 °C,Passing clouds.,19 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,
2166,2022-03-27,2:00,17 °C,Clear.,15 km/h,Wind blowing from 140° Southeast to Northwest,59%,1016 mbar,16 km
2167,2022-03-27,3:00,17 °C,Passing clouds.,11 km/h,Wind blowing from 140° Southeast to Northwest,68%,1015 mbar,
2174,2022-03-27,10:00,21 °C,Sunny.,22 km/h,Wind blowing from 350° North to South,60%,1016 mbar,16 km
2169,2022-03-27,5:00,20 °C,Clear.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,64%,1015 mbar,16 km
2170,2022-03-27,6:00,19 °C,Passing clouds.,11 km/h,Wind blowing from 30° North-northeast to South-southwest,68%,1015 mbar,
2171,2022-03-27,7:00,19 °C,Passing clouds.,15 km/h,Wind blowing from 30° North-northeast to South-southwest,64%,1015 mbar,
2172,2022-03-27,8:00,20 °C,Passing clouds.,17 km/h,Wind blowing from 20° North-northeast to South-southwest,56%,1015 mbar,
2168,2022-03-27,4:00,19 °C,Clear.,13 km/h,Wind blowing from 80° East to West,60%,1015 mbar,16 km
2201,2022-03-28,13:00,23 °C,Passing clouds.,22 km/h,Wind blowing from 0° North to South,57%,1014 mbar,
2202,2022-03-28,14:00,24 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,54%,1013 mbar,16 km
2203,2022-03-28,15:00,25 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,54%,1012 mbar,16 km
2204,2022-03-28,16:00,25 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,51%,1011 mbar,16 km
2205,2022-03-28,17:00,25 °C,Sunny.,22 km/h,Wind blowing from 0° North to South,51%,1010 mbar,16 km
2207,2022-03-28,19:00,24 °C,Sunny.,17 km/h,Wind blowing from 330° North-northwest to South-southeast,61%,1009 mbar,16 km
2208,2022-03-28,20:00,23 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,69%,1009 mbar,16 km
2209,2022-03-28,21:00,23 °C,Clear.,13 km/h,Wind blowing from 330° North-northwest to South-southeast,69%,1010 mbar,16 km
2200,2022-03-28,12:00,22 °C,Passing clouds.,19 km/h,Wind blowing from 350° North to South,65%,1015 mbar,
2211,2022-03-28,23:00,22 °C,Clear.,17 km/h,Wind blowing from 320° Northwest to Southeast,73%,1010 mbar,16 km
2206,2022-03-28,18:00,25 °C,Sunny.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,57%,1010 mbar,16 km
2210,2022-03-28,22:00,21 °C,Clear.,13 km/h,Wind blowing from 330° North-northwest to South-southeast,78%,1010 mbar,16 km
2199,2022-03-28,11:00,21 °C,Passing clouds.,20 km/h,Wind blowing from 340° North-northwest to South-southeast,64%,1015 mbar,
2197,2022-03-28,9:00,20 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,53%,1016 mbar,16 km
2196,2022-03-28,8:00,20 °C,Passing clouds.,17 km/h,Wind blowing from 20° North-northeast to South-southwest,56%,1015 mbar,
2195,2022-03-28,7:00,19 °C,Passing clouds.,15 km/h,Wind blowing from 30° North-northeast to South-southwest,64%,1015 mbar,
2194,2022-03-28,6:00,19 °C,Passing clouds.,11 km/h,Wind blowing from 30° North-northeast to South-southwest,68%,1015 mbar,
2193,2022-03-28,5:00,20 °C,Clear.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,64%,1015 mbar,16 km
2192,2022-03-28,4:00,19 °C,Clear.,13 km/h,Wind blowing from 80° East to West,60%,1015 mbar,16 km
2191,2022-03-28,3:00,17 °C,Passing clouds.,11 km/h,Wind blowing from 140° Southeast to Northwest,68%,1015 mbar,
2190,2022-03-28,2:00,17 °C,Clear.,15 km/h,Wind blowing from 140° Southeast to Northwest,59%,1016 mbar,16 km
2189,2022-03-28,1:00,18 °C,Passing clouds.,19 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,
2188,2022-03-28,"0:00mar, 1 de mar",19 °C,Clear.,26 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,16 km
2198,2022-03-28,10:00,21 °C,Sunny.,22 km/h,Wind blowing from 350° North to South,60%,1016 mbar,16 km
2226,2022-03-29,14:00,24 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,54%,1013 mbar,16 km
2227,2022-03-29,15:00,25 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,54%,1012 mbar,16 km
2228,2022-03-29,16:00,25 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,51%,1011 mbar,16 km
2229,2022-03-29,17:00,25 °C,Sunny.,22 km/h,Wind blowing from 0° North to South,51%,1010 mbar,16 km
2230,2022-03-29,18:00,25 °C,Sunny.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,57%,1010 mbar,16 km
2225,2022-03-29,13:00,23 °C,Passing clouds.,22 km/h,Wind blowing from 0° North to South,57%,1014 mbar,
2232,2022-03-29,20:00,23 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,69%,1009 mbar,16 km
2233,2022-03-29,21:00,23 °C,Clear.,13 km/h,Wind blowing from 330° North-northwest to South-southeast,69%,1010 mbar,16 km
2234,2022-03-29,22:00,21 °C,Clear.,13 km/h,Wind blowing from 330° North-northwest to South-southeast,78%,1010 mbar,16 km
2235,2022-03-29,23:00,22 °C,Clear.,17 km/h,Wind blowing from 320° Northwest to Southeast,73%,1010 mbar,16 km
2231,2022-03-29,19:00,24 °C,Sunny.,17 km/h,Wind blowing from 330° North-northwest to South-southeast,61%,1009 mbar,16 km
2224,2022-03-29,12:00,22 °C,Passing clouds.,19 km/h,Wind blowing from 350° North to South,65%,1015 mbar,
2223,2022-03-29,11:00,21 °C,Passing clouds.,20 km/h,Wind blowing from 340° North-northwest to South-southeast,64%,1015 mbar,
2222,2022-03-29,10:00,21 °C,Sunny.,22 km/h,Wind blowing from 350° North to South,60%,1016 mbar,16 km
2221,2022-03-29,9:00,20 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,53%,1016 mbar,16 km
2220,2022-03-29,8:00,20 °C,Passing clouds.,17 km/h,Wind blowing from 20° North-northeast to South-southwest,56%,1015 mbar,
2219,2022-03-29,7:00,19 °C,Passing clouds.,15 km/h,Wind blowing from 30° North-northeast to South-southwest,64%,1015 mbar,
2218,2022-03-29,6:00,19 °C,Passing clouds.,11 km/h,Wind blowing from 30° North-northeast to South-southwest,68%,1015 mbar,
2217,2022-03-29,5:00,20 °C,Clear.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,64%,1015 mbar,16 km
2216,2022-03-29,4:00,19 °C,Clear.,13 km/h,Wind blowing from 80° East to West,60%,1015 mbar,16 km
2215,2022-03-29,3:00,17 °C,Passing clouds.,11 km/h,Wind blowing from 140° Southeast to Northwest,68%,1015 mbar,
2214,2022-03-29,2:00,17 °C,Clear.,15 km/h,Wind blowing from 140° Southeast to Northwest,59%,1016 mbar,16 km
2213,2022-03-29,1:00,18 °C,Passing clouds.,19 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,
2212,2022-03-29,"0:00mar, 1 de mar",19 °C,Clear.,26 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,16 km
2250,2022-03-30,14:00,24 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,54%,1013 mbar,16 km
2251,2022-03-30,15:00,25 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,54%,1012 mbar,16 km
2252,2022-03-30,16:00,25 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,51%,1011 mbar,16 km
2253,2022-03-30,17:00,25 °C,Sunny.,22 km/h,Wind blowing from 0° North to South,51%,1010 mbar,16 km
2254,2022-03-30,18:00,25 °C,Sunny.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,57%,1010 mbar,16 km
2259,2022-03-30,23:00,22 °C,Clear.,17 km/h,Wind blowing from 320° Northwest to Southeast,73%,1010 mbar,16 km
2256,2022-03-30,20:00,23 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,69%,1009 mbar,16 km
2257,2022-03-30,21:00,23 °C,Clear.,13 km/h,Wind blowing from 330° North-northwest to South-southeast,69%,1010 mbar,16 km
2258,2022-03-30,22:00,21 °C,Clear.,13 km/h,Wind blowing from 330° North-northwest to South-southeast,78%,1010 mbar,16 km
2249,2022-03-30,13:00,23 °C,Passing clouds.,22 km/h,Wind blowing from 0° North to South,57%,1014 mbar,
2255,2022-03-30,19:00,24 °C,Sunny.,17 km/h,Wind blowing from 330° North-northwest to South-southeast,61%,1009 mbar,16 km
2248,2022-03-30,12:00,22 °C,Passing clouds.,19 km/h,Wind blowing from 350° North to South,65%,1015 mbar,
2247,2022-03-30,11:00,21 °C,Passing clouds.,20 km/h,Wind blowing from 340° North-northwest to South-southeast,64%,1015 mbar,
2246,2022-03-30,10:00,21 °C,Sunny.,22 km/h,Wind blowing from 350° North to South,60%,1016 mbar,16 km
2245,2022-03-30,9:00,20 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,53%,1016 mbar,16 km
2244,2022-03-30,8:00,20 °C,Passing clouds.,17 km/h,Wind blowing from 20° North-northeast to South-southwest,56%,1015 mbar,
2243,2022-03-30,7:00,19 °C,Passing clouds.,15 km/h,Wind blowing from 30° North-northeast to South-southwest,64%,1015 mbar,
2242,2022-03-30,6:00,19 °C,Passing clouds.,11 km/h,Wind blowing from 30° North-northeast to South-southwest,68%,1015 mbar,
2241,2022-03-30,5:00,20 °C,Clear.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,64%,1015 mbar,16 km
2240,2022-03-30,4:00,19 °C,Clear.,13 km/h,Wind blowing from 80° East to West,60%,1015 mbar,16 km
2239,2022-03-30,3:00,17 °C,Passing clouds.,11 km/h,Wind blowing from 140° Southeast to Northwest,68%,1015 mbar,
2238,2022-03-30,2:00,17 °C,Clear.,15 km/h,Wind blowing from 140° Southeast to Northwest,59%,1016 mbar,16 km
2237,2022-03-30,1:00,18 °C,Passing clouds.,19 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,
2236,2022-03-30,"0:00mar, 1 de mar",19 °C,Clear.,26 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,16 km
2273,2022-03-31,13:00,23 °C,Passing clouds.,22 km/h,Wind blowing from 0° North to South,57%,1014 mbar,
2274,2022-03-31,14:00,24 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,54%,1013 mbar,16 km
2275,2022-03-31,15:00,25 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,54%,1012 mbar,16 km
2276,2022-03-31,16:00,25 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,51%,1011 mbar,16 km
2277,2022-03-31,17:00,25 °C,Sunny.,22 km/h,Wind blowing from 0° North to South,51%,1010 mbar,16 km
2282,2022-03-31,22:00,21 °C,Clear.,13 km/h,Wind blowing from 330° North-northwest to South-southeast,78%,1010 mbar,16 km
2279,2022-03-31,19:00,24 °C,Sunny.,17 km/h,Wind blowing from 330° North-northwest to South-southeast,61%,1009 mbar,16 km
2280,2022-03-31,20:00,23 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,69%,1009 mbar,16 km
2281,2022-03-31,21:00,23 °C,Clear.,13 km/h,Wind blowing from 330° North-northwest to South-southeast,69%,1010 mbar,16 km
2272,2022-03-31,12:00,22 °C,Passing clouds.,19 km/h,Wind blowing from 350° North to South,65%,1015 mbar,
2278,2022-03-31,18:00,25 °C,Sunny.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,57%,1010 mbar,16 km
2271,2022-03-31,11:00,21 °C,Passing clouds.,20 km/h,Wind blowing from 340° North-northwest to South-southeast,64%,1015 mbar,
2283,2022-03-31,23:00,22 °C,Clear.,17 km/h,Wind blowing from 320° Northwest to Southeast,73%,1010 mbar,16 km
2269,2022-03-31,9:00,20 °C,Sunny.,20 km/h,Wind blowing from 0° North to South,53%,1016 mbar,16 km
2268,2022-03-31,8:00,20 °C,Passing clouds.,17 km/h,Wind blowing from 20° North-northeast to South-southwest,56%,1015 mbar,
2267,2022-03-31,7:00,19 °C,Passing clouds.,15 km/h,Wind blowing from 30° North-northeast to South-southwest,64%,1015 mbar,
2266,2022-03-31,6:00,19 °C,Passing clouds.,11 km/h,Wind blowing from 30° North-northeast to South-southwest,68%,1015 mbar,
2265,2022-03-31,5:00,20 °C,Clear.,13 km/h,Wind blowing from 70° East-northeast to West-southwest,64%,1015 mbar,16 km
2264,2022-03-31,4:00,19 °C,Clear.,13 km/h,Wind blowing from 80° East to West,60%,1015 mbar,16 km
2263,2022-03-31,3:00,17 °C,Passing clouds.,11 km/h,Wind blowing from 140° Southeast to Northwest,68%,1015 mbar,
2262,2022-03-31,2:00,17 °C,Clear.,15 km/h,Wind blowing from 140° Southeast to Northwest,59%,1016 mbar,16 km
2261,2022-03-31,1:00,18 °C,Passing clouds.,19 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,
2260,2022-03-31,"0:00mar, 1 de mar",19 °C,Clear.,26 km/h,Wind blowing from 140° Southeast to Northwest,52%,1016 mbar,16 km
2270,2022-03-31,10:00,21 °C,Sunny.,22 km/h,Wind blowing from 350° North to South,60%,1016 mbar,16 km
2297,2022-04-01,13:00,18 °C,Passing clouds.,11 km/h,Wind blowing from 10° North to South,49%,1027 mbar,
2298,2022-04-01,14:00,18 °C,Passing clouds.,11 km/h,Wind blowing from 50° Northeast to Southwest,49%,1026 mbar,
2299,2022-04-01,15:00,18 °C,Passing clouds.,13 km/h,Wind blowing from 60° East-northeast to West-southwest,52%,1025 mbar,
2300,2022-04-01,16:00,19 °C,Passing clouds.,11 km/h,Wind blowing from 60° East-northeast to West-southwest,52%,1025 mbar,
2301,2022-04-01,17:00,19 °C,Passing clouds.,11 km/h,Wind blowing from 60° East-northeast to West-southwest,46%,1024 mbar,
2306,2022-04-01,22:00,17 °C,Clear.,17 km/h,Wind blowing from 80° East to West,73%,1025 mbar,16 km
2303,2022-04-01,19:00,17 °C,Clear.,15 km/h,Wind blowing from 90° East to West,59%,1024 mbar,16 km
2304,2022-04-01,20:00,17 °C,Clear.,13 km/h,Wind blowing from 90° East to West,59%,1024 mbar,16 km
2305,2022-04-01,21:00,17 °C,Clear.,15 km/h,Wind blowing from 90° East to West,64%,1025 mbar,16 km
2296,2022-04-01,12:00,18 °C,Passing clouds.,13 km/h,Wind blowing from 0° North to South,52%,1027 mbar,
2302,2022-04-01,18:00,18 °C,Sunny.,11 km/h,Wind blowing from 70° East-northeast to West-southwest,52%,1024 mbar,16 km
2295,2022-04-01,11:00,17 °C,Passing clouds.,11 km/h,Wind blowing from 0° North to South,56%,1028 mbar,
2307,2022-04-01,23:00,17 °C,Clear.,22 km/h,Wind blowing from 70° East-northeast to West-southwest,73%,1025 mbar,16 km
2293,2022-04-01,9:00,15 °C,Sunny.,7 km/h,Wind blowing from 350° North to South,63%,1028 mbar,16 km
2284,2022-04-01,"0:00vie, 1 de abr",15 °C,Clear.,4 km/h,Wind blowing from 0° North to South,51%,1026 mbar,16 km
2285,2022-04-01,1:00,14 °C,Clear.,4 km/h,Wind blowing from 260° West to East,59%,1027 mbar,16 km
2286,2022-04-01,2:00,13 °C,Clear.,No wind,Wind blowing from 0° North to South,63%,1027 mbar,16 km
2287,2022-04-01,3:00,12 °C,Clear.,No wind,Wind blowing from 0° North to South,63%,1027 mbar,16 km
2294,2022-04-01,10:00,15 °C,Passing clouds.,7 km/h,Wind blowing from 10° North to South,68%,1028 mbar,
2289,2022-04-01,5:00,11 °C,Clear.,2 km/h,Wind blowing from 0° North to South,67%,1027 mbar,16 km
2290,2022-04-01,6:00,12 °C,Clear.,4 km/h,Wind blowing from 300° West-northwest to East-southeast,67%,1027 mbar,16 km
